host_id,host_name,host_response_time,host_listings_count,neighbourhood,city,zipcode,market,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy
3401993,Beth,within an hour,3,Mount Baker,Seattle,98118,Seattle,United States,House,Private room,1,1,1,1,$42.00,$250.00,,1,20,190,96,moderate
30421068,Alan,within a few hours,3,Mount Baker,Seattle,98144,Seattle,United States,House,Private room,2,1.5,1,1,$59.00,$400.00,,1,1125,3,100,strict
39472125,Rick,within a day,1,Mount Baker,Seattle,98144,Seattle,United States,Bed & Breakfast,Private room,3,2,1,2,$125.00,$827.00,,1,1125,6,100,strict
923095,Denise,within a few hours,2,Mount Baker,Seattle,98118,Seattle,United States,House,Private room,3,1,1,1,$85.00,$500.00,"$1,600.00",2,14,56,90,flexible
50596206,Jeanine,within a few hours,1,Mount Baker,Seattle,98144,Seattle,United States,House,Private room,2,1,1,1,$80.00,,,1,1125,1,100,flexible
26869259,Teresa,within a day,1,Mount Baker,Seattle,98144,Seattle,United States,Apartment,Entire home/apt,3,1,0,1,$125.00,$457.00,,2,1125,21,99,flexible
4133943,Jill,within a few hours,1,Mount Baker,Seattle,98144,Seattle,United States,Apartment,Entire home/apt,5,1,1,3,$90.00,$550.00,"$2,000.00",3,45,69,95,strict
46577793,Katie,within an hour,1,Mount Baker,Seattle,98144,Seattle,United States,House,Entire home/apt,5,2,2,3,$125.00,"$1,200.00","$4,000.00",2,1125,3,100,flexible
10553813,Erin,within a few hours,1,Mount Baker,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$70.00,$490.00,"$1,800.00",2,1125,2,100,flexible
1183674,Lisa,within a day,1,Mount Baker,Seattle,98144,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$95.00,$595.00,"$2,100.00",2,1125,0,,moderate
19862778,Thomas,within an hour,2,Mount Baker,Seattle,98118,Seattle,United States,Camper/RV,Entire home/apt,2,1,1,1,$99.00,$600.00,"$1,800.00",2,7,28,100,moderate
19849450,Sunset,within an hour,2,Mount Baker,Seattle,98144,Seattle,United States,Apartment,Entire home/apt,6,1,2,3,$155.00,"$1,050.00",,2,1125,2,100,strict
9813203,Margaret,within an hour,2,Mount Baker,Seattle,98144,Seattle,United States,House,Entire home/apt,2,1,1,1,$80.00,,,2,15,0,,strict
58235,Apryl,within a few hours,2,Mount Baker,Seattle,98144,Seattle,United States,House,Entire home/apt,4,1.5,2,2,$140.00,$800.00,,2,1125,2,80,flexible
4631742,Natalie,within an hour,2,Mount Baker,Seattle,98118,Seattle,United States,Apartment,Private room,2,1.5,1,1,$50.00,$325.00,"$1,200.00",1,1125,7,89,flexible
5008607,Timothy,N/A,1,Mount Baker,Seattle,98118,Seattle,United States,House,Entire home/apt,6,2,3,3,$139.00,$875.00,,2,1125,7,89,strict
4631742,Natalie,within an hour,2,Mount Baker,Seattle,98118,Seattle,United States,House,Entire home/apt,5,1.5,2,2,$126.00,$800.00,"$2,500.00",3,1125,7,94,moderate
19862778,Thomas,within an hour,2,Mount Baker,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$105.00,$700.00,"$2,100.00",2,30,20,96,strict
2929444,Jennifer,within an hour,1,Mount Baker,Seattle,98144,Seattle,United States,House,Entire home/apt,6,1,2,2,$150.00,$700.00,,1,1125,0,,flexible
18681876,Margaret,within a few hours,1,Mount Baker,Seattle,98144,Seattle,United States,House,Private room,2,1,1,1,$80.00,$525.00,"$1,850.00",2,1125,21,99,moderate
6031552,Jeanie,within a few hours,1,Mount Baker,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,2,1.5,1,1,$92.00,$585.00,"$1,995.00",2,365,90,96,strict
8053792,Diane,within an hour,1,Mount Baker,Seattle,98144,Seattle,United States,House,Private room,2,1,1,1,$69.00,,,2,7,18,98,flexible
3976886,Barbara,within a day,2,Mount Baker,Seattle,98144,Seattle,United States,Bed & Breakfast,Private room,2,1,1,1,$75.00,$450.00,,2,90,39,92,moderate
4111150,Jake,within a day,1,Mount Baker,Seattle,98118,Seattle,United States,House,Entire home/apt,3,,1,2,$105.00,$600.00,,2,365,40,97,moderate
19849450,Sunset,within an hour,2,Mount Baker,Seattle,98144,Seattle,United States,Apartment,Entire home/apt,6,1,2,3,$150.00,"$1,050.00","$3,050.00",3,30,8,85,strict
23630227,Jon,within an hour,1,Mount Baker,Seattle,98144,Seattle,United States,House,Entire home/apt,2,1,1,2,$150.00,$900.00,"$3,000.00",2,1125,25,98,flexible
26378499,Marshall,within a day,1,Mount Baker,Seattle,98118,Seattle,United States,Apartment,Private room,2,1,1,1,$54.00,,,1,1125,22,94,flexible
3401993,Beth,within an hour,3,Mount Baker,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$52.00,$275.00,,1,1125,80,96,moderate
658155,Joe,within an hour,13,Mount Baker,Seattle,98144,Seattle,United States,Apartment,Entire home/apt,4,1,2,3,$150.00,"$1,750.00","$3,500.00",4,1125,1,100,strict
12905845,Amie,within a few hours,1,Mount Baker,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$80.00,$400.00,,2,28,32,94,moderate
14589190,Kaitlyn,within an hour,1,Mount Baker,Seattle,98144,Seattle,United States,House,Entire home/apt,4,1,2,2,$200.00,,,2,1125,3,80,flexible
4199445,Liam,within an hour,1,Mount Baker,Seattle,98144,Seattle,United States,House,Private room,2,1,1,1,$68.00,$450.00,,2,21,67,99,flexible
41775435,Mehrit,within an hour,3,Mount Baker,Seattle,98144,Seattle,United States,House,Private room,2,1,1,1,$49.00,,,2,15,1,100,moderate
41775435,Mehrit,within an hour,3,Mount Baker,Seattle,98144,Seattle,United States,House,Private room,2,1,1,1,$39.00,,,3,10,3,93,moderate
13752921,Traci,within a few hours,1,Mount Baker,Seattle,98144,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$95.00,$600.00,"$2,000.00",2,1125,46,91,strict
3976886,Barbara,within a day,2,Mount Baker,Seattle,98144,Seattle,United States,Bed & Breakfast,Private room,2,1,1,1,$89.00,$600.00,,2,90,46,96,moderate
3401993,Beth,within an hour,3,Mount Baker,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$62.00,$350.00,,1,1125,206,95,moderate
9813203,Margaret,within an hour,2,Mount Baker,Seattle,98144,Seattle,United States,House,Entire home/apt,4,2,2,1,$81.00,,,2,15,1,40,strict
6453002,Shontina,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$70.00,$450.00,"$1,350.00",3,365,7,87,flexible
2743047,Noah,within a day,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,2,1,1,1,$110.00,,,1,1125,4,95,flexible
10397663,Dea,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,6,2,3,3,$200.00,,,3,1125,0,,strict
919431,Patty,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,6,2.5,2,3,$100.00,"$1,050.00","$3,250.00",3,1125,0,,moderate
110120,Melissa,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$63.00,$550.00,,1,25,5,100,flexible
4993638,Freddie,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,3,1,1,2,$70.00,$450.00,,1,30,97,92,strict
16477349,Donna,within a few hours,2,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$60.00,$360.00,"$1,100.00",2,30,44,100,moderate
12100097,Bryan,within an hour,2,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$39.00,$300.00,"$1,200.00",1,1125,21,97,moderate
26967583,Dario,within an hour,21,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$36.00,$238.00,$840.00,1,1125,19,94,strict
10977007,Michelle,a few days or more,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,2,1,0,1,$100.00,,,2,14,40,94,moderate
5976835,Susannah,within a day,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,6,2,3,4,$250.00,,,1,1125,1,80,strict
8556853,Daisy,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Private room,2,1,1,1,$38.00,,,2,365,166,93,moderate
539515,Shari,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$65.00,$385.00,,2,730,34,95,flexible
13759287,Ed/Gretchen,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$68.00,$536.00,"$1,890.00",1,1125,55,97,moderate
39525512,Cristina,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,4,1,2,2,$110.00,$650.00,"$2,400.00",2,30,15,95,moderate
30734210,Dee,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$100.00,$575.00,"$2,100.00",3,1125,31,99,strict
30115945,Nick,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,5,1,2,2,$99.00,,,1,1125,2,100,flexible
26967583,Dario,within an hour,21,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$34.00,,,1,1125,12,96,strict
26967583,Dario,within an hour,21,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$41.00,$220.00,$777.00,1,29,21,95,strict
5269812,Rachel,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,4,1,1,2,$98.00,$650.00,"$2,300.00",2,1125,1,80,moderate
32005391,Veronica,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,5,2,2,3,$188.00,,,2,21,26,96,strict
38027634,Charlie,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,3,1,0,2,$85.00,$500.00,,1,1125,6,100,moderate
10936741,Barbara,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$80.00,,"$2,250.00",2,1125,27,96,moderate
7633740,Darren,within a day,2,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,8,1.5,4,4,$150.00,,"$3,500.00",2,30,28,90,moderate
16477349,Donna,within a few hours,2,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,5,2,3,3,$160.00,,,3,1125,1,100,moderate
50987314,Lamar,N/A,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$99.00,,,3,28,0,,flexible
17566052,Ruth,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,4,1,1,3,$75.00,$400.00,"$1,113.00",2,1125,30,94,moderate
1859964,Kelly,N/A,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,4,1,1,2,$75.00,,,3,1125,32,96,strict
7633740,Darren,within a day,2,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,5,1,1,1,$65.00,$350.00,"$1,400.00",1,1125,0,,flexible
1183679,Meredith,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,3,1,0,1,$95.00,$550.00,"$1,600.00",1,30,54,96,moderate
17179347,Judd,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,4,1,1,1,$90.00,,,1,1125,6,88,moderate
38695481,Todd,N/A,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,7,1,2,5,$250.00,,,1,1125,1,100,moderate
27122439,Anthony,within an hour,2,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,8,1,1,3,$115.00,$800.00,,2,1125,16,95,strict
45082636,Lita,N/A,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,4,1.5,1,4,$93.00,$650.00,"$2,600.00",1,1125,0,,flexible
9614304,Evelyn,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$45.00,$250.00,$950.00,3,1125,4,95,moderate
2535710,Matt,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,4,1,2,2,$168.00,$964.00,"$3,618.00",1,1125,145,95,flexible
13774169,Peach,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$127.00,$799.00,"$2,339.00",3,28,21,99,strict
26967583,Dario,within an hour,21,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$35.00,$232.00,$819.00,1,1125,12,95,strict
21286518,John And Carol,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,2,$65.00,,,1,1125,26,99,moderate
28066144,Jeanne,N/A,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,7,3.5,3,5,$279.00,"$1,390.00",,2,1125,2,100,moderate
9520139,Emily,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,4,1,1,2,$93.00,$565.00,"$2,100.00",2,1125,14,93,moderate
331573,Jean,within a few hours,1,Seward Park,Seattle,98118,Seattle,United States,House,Private room,2,1,1,1,$65.00,,,2,14,148,96,moderate
12100097,Bryan,within an hour,2,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,8,2,4,5,$150.00,"$1,000.00",,7,60,4,100,moderate
2323745,Leanne,within an hour,1,Seward Park,Seattle,98118,Seattle,United States,House,Entire home/apt,8,2,3,3,$375.00,,,2,365,17,94,strict
23027452,Kathryn,within a day,1,North Delridge,Seattle,98106,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$85.00,,,1,1125,1,100,flexible
42931985,Josh,within a few hours,1,North Delridge,Seattle,98126,Seattle,United States,House,Private room,2,1.5,1,1,$50.00,$250.00,$900.00,1,1125,0,,flexible
3197009,Keith & Mario,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,House,Private room,2,1,1,1,$55.00,,,1,4,4,100,flexible
21274060,Joey And Faviola,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,House,Private room,2,1,1,1,$35.00,,,1,1125,2,100,flexible
9233051,Sebastian,N/A,1,North Delridge,Seattle,98106,Seattle,United States,House,Private room,2,1.5,1,1,$85.00,,,1,1125,0,,flexible
1214247,Marcell,within a day,2,North Delridge,Seattle,98106,Seattle,United States,House,Entire home/apt,2,1,1,1,$75.00,$475.00,,2,60,20,96,flexible
25940496,Phoebe,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,Townhouse,Entire home/apt,3,1.5,2,2,$70.00,,,1,1125,0,,moderate
27054652,Dan,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$65.00,$425.00,"$1,490.00",1,1125,60,96,moderate
15823970,Linda,within a few hours,1,North Delridge,Seattle,98106,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$99.00,$600.00,"$1,600.00",2,13,5,100,moderate
47653354,Lulsged,within a day,1,North Delridge,Seattle,98106,Seattle,United States,Apartment,Entire home/apt,4,1,2,2,$75.00,$450.00,"$1,600.00",5,6,1,100,flexible
33085192,Michael,N/A,1,North Delridge,Seattle,98126,Seattle,United States,House,Private room,2,1,1,1,$100.00,,,1,1125,0,,flexible
1481380,Ellen & Jim,within a day,1,North Delridge,Seattle,98126,Seattle,United States,Apartment,Entire home/apt,4,1,2,2,$129.00,$903.00,"$1,850.00",2,365,0,,strict
1355886,Emily,within a few hours,2,North Delridge,Seattle,98106,Seattle,United States,House,Entire home/apt,4,1.5,1,1,$80.00,,,1,1125,9,96,moderate
1214247,Marcell,within a day,2,North Delridge,Seattle,98106,Seattle,United States,House,Entire home/apt,3,1,1,2,$85.00,$500.00,"$1,800.00",2,60,48,98,flexible
33360,Laura,within an hour,6,North Delridge,Seattle,98126,Seattle,United States,House,Entire home/apt,3,1,1,2,$95.00,$630.00,"$2,500.00",2,1125,37,95,strict
14372052,Kathleen,within an hour,1,North Delridge,Seattle,98126,Seattle,United States,House,Entire home/apt,3,1,0,2,$69.00,$650.00,"$2,800.00",1,1125,45,99,moderate
49123244,Charlie,within a few hours,1,North Delridge,Seattle,98106,Seattle,United States,House,Private room,2,1,1,1,$42.00,$275.00,,1,1125,2,100,flexible
15320835,David,N/A,1,North Delridge,Seattle,98126,Seattle,United States,House,Private room,2,1,1,1,$70.00,,"$2,000.00",1,1125,15,99,flexible
8849839,Amelia &  Jay,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,Apartment,Private room,2,1,1,1,$55.00,$450.00,,1,7,10,100,strict
2373847,Lara-Ashley,within a day,2,North Delridge,Seattle,98106,Seattle,United States,House,Private room,1,1.5,1,1,$47.00,$280.00,$987.00,1,120,45,95,strict
10220435,Jane & Roey,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,House,Entire home/apt,6,2.5,2,3,$148.00,$905.00,"$3,100.00",2,180,17,92,moderate
37584695,Jonathan,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,House,Entire home/apt,4,1,0,2,$95.00,$600.00,"$1,999.00",1,1125,12,97,moderate
7207028,John,within an hour,1,North Delridge,Seattle,98126,Seattle,United States,House,Private room,2,2.5,1,1,$49.00,,,1,21,57,98,flexible
30308997,Erin,within an hour,1,North Delridge,Seattle,98126,Seattle,United States,House,Private room,2,1,1,1,$65.00,,,1,7,17,96,strict
15060327,Rose,within a few hours,1,North Delridge,Seattle,98126,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$50.00,$298.00,,1,1125,0,,flexible
1304769,Lilia,within an hour,1,North Delridge,Seattle,98126,Seattle,United States,House,Entire home/apt,2,1,0,1,$58.00,,,1,1125,41,91,moderate
1355886,Emily,within a few hours,2,North Delridge,Seattle,98106,Seattle,United States,House,Private room,2,1.5,1,1,$55.00,,,1,1125,43,93,moderate
2211872,Eliza,N/A,1,North Delridge,Seattle,98106,Seattle,United States,House,Entire home/apt,5,1,2,3,$129.00,$600.00,"$2,200.00",2,180,84,98,moderate
22257381,Abigail,within a few hours,1,North Delridge,Seattle,98126,Seattle,United States,Apartment,Entire home/apt,3,1,2,2,$95.00,$600.00,"$1,800.00",1,1125,5,100,flexible
27101877,Sha'Ari,within an hour,1,North Delridge,Seattle,98106,Seattle,United States,House,Private room,3,1,1,2,$49.00,,,2,14,36,96,strict
2373847,Lara-Ashley,within a day,2,North Delridge,Seattle,98106,Seattle,United States,House,Private room,2,1,1,1,$85.00,$575.00,"$1,400.00",1,1125,1,80,flexible
10952526,Terry & Kate,within a day,1,North Delridge,Seattle,98106,Seattle,United States,Apartment,Entire home/apt,4,1,2,2,$100.00,$450.00,"$1,450.00",2,1125,0,,strict
13643895,Jodi,within an hour,2,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Private room,2,1,1,1,$59.00,$390.00,"$1,590.00",2,1125,22,95,flexible
20331331,Haotian,within an hour,3,Maple Leaf,Seattle,98125,Seattle,United States,House,Private room,2,1,1,1,$55.00,$480.00,"$1,250.00",1,1125,0,,strict
12328574,Mallory,a few days or more,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,1,1,1,1,$55.00,$350.00,"$1,000.00",1,1125,0,,strict
25465256,Liping,within a day,2,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Private room,2,1,1,1,$51.00,,,1,1125,2,100,flexible
4181260,Joe,within a few hours,2,Maple Leaf,Seattle,98115,Seattle,United States,House,Entire home/apt,8,2,4,4,$200.00,,"$5,200.00",2,29,30,98,moderate
13024859,Katrina,within an hour,2,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,5,1,2,2,$100.00,$800.00,"$3,000.00",1,1125,37,96,moderate
39456755,Jenifer,within a few hours,1,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$79.00,$499.00,"$1,500.00",1,1125,20,97,flexible
20435133,Matt,within an hour,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Entire home/apt,2,1,1,1,$90.00,$600.00,"$2,500.00",1,30,25,96,flexible
10590193,Cheryl,within an hour,2,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Shared room,1,1,1,1,$30.00,$200.00,,2,10,3,100,strict
25465256,Liping,within a day,2,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Shared room,1,1,1,1,$35.00,,,1,1125,16,89,flexible
11244730,Eric,within a day,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,2,1,1,1,$45.00,$280.00,$900.00,1,1125,3,87,flexible
35749,Jess & Joey,within a day,6,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,2,,1,1,$60.00,$330.00,"$1,350.00",2,60,74,94,moderate
23372237,Nate,N/A,1,Maple Leaf,Seattle,98115,Seattle,United States,Tent,Private room,1,0,1,1,$50.00,,,1,1125,0,,flexible
12197530,Kristina,N/A,2,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Entire home/apt,5,1,1,3,$95.00,$850.00,,1,7,3,87,strict
20331331,Haotian,within an hour,3,Maple Leaf,Seattle,98125,Seattle,United States,House,Private room,2,1,1,1,$64.00,$375.00,"$1,199.00",1,1125,3,93,moderate
6561632,Liza,within a few hours,2,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,4,1,1,2,$51.00,$360.00,"$1,350.00",1,1125,3,100,flexible
26322633,Megan,within an hour,1,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$75.00,$536.00,"$1,890.00",2,30,12,92,flexible
42724337,Magdalena,within a few hours,1,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Entire home/apt,4,2,2,3,$94.00,,"$2,600.00",2,1125,6,100,strict
13024859,Katrina,within an hour,2,Maple Leaf,Seattle,98115,Seattle,United States,House,Entire home/apt,2,1,1,1,$100.00,,,3,1125,4,100,moderate
46719179,Aja,within a day,1,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Entire home/apt,3,1,1,2,$90.00,,,1,1125,0,,flexible
22960405,David,within an hour,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,3,1,1,2,$69.00,,,1,1125,27,93,moderate
6561632,Liza,within a few hours,2,Maple Leaf,Seattle,98115,Seattle,United States,House,Entire home/apt,8,1,3,3,$139.00,,,1,1125,2,90,flexible
10590193,Cheryl,within an hour,2,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Private room,1,1,1,1,$55.00,$200.00,$690.00,3,90,11,100,strict
247975,Kevin And Monica,within an hour,2,Maple Leaf,Seattle,98115,Seattle,United States,Camper/RV,Entire home/apt,3,1,1,1,$50.00,$320.00,"$1,250.00",2,1125,121,93,moderate
36130869,Wafa,within a day,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,3,1,1,1,$120.00,,,2,8,4,100,moderate
21889765,Simo,within a day,1,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Private room,2,2,1,2,$59.00,,,1,1125,4,80,strict
26003146,Mercy,within a day,3,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,8,2,3,3,$135.00,$875.00,"$3,450.00",3,365,10,96,strict
27663401,Manlio,within an hour,1,Maple Leaf,Seattle,98125,Seattle,United States,House,Entire home/apt,2,1,1,1,$110.00,$815.00,,2,29,37,99,moderate
35749,Jess & Joey,within a day,6,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,6,1,2,2,$137.00,,,2,60,91,94,moderate
44186779,Margaret,within an hour,1,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$67.00,,,1,30,6,93,flexible
3178016,Benjamin,within a few hours,1,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$110.00,$675.00,"$2,455.00",2,30,18,97,strict
34297010,David & Nick,within a few hours,1,Maple Leaf,Seattle,98125,Seattle,United States,Condominium,Private room,2,1,1,1,$65.00,$535.00,"$1,675.00",1,1125,33,95,moderate
20331331,Haotian,within an hour,3,Maple Leaf,Seattle,98125,Seattle,United States,House,Shared room,1,1,1,1,$37.00,$210.00,$650.00,1,13,13,100,moderate
5091846,Devin,N/A,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,2,1,1,1,$65.00,,,3,1125,11,98,moderate
13424313,Magnhild,within a few hours,1,Maple Leaf,Seattle,98115,Seattle,United States,Other,Entire home/apt,2,1,1,1,$130.00,,,2,1125,17,100,flexible
35749,Jess & Joey,within a day,6,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,2,,1,1,$60.00,$330.00,"$1,320.00",2,60,47,93,moderate
3737272,Cheryl & Steve,within an hour,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Entire home/apt,3,1,0,1,$79.00,$525.00,"$2,050.00",1,365,43,96,strict
12683237,Nicole,within an hour,1,Maple Leaf,Seattle,98115,Seattle,United States,House,Entire home/apt,4,1,2,2,$72.00,,,2,1125,0,,moderate
26003146,Mercy,within a day,3,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$95.00,$595.00,"$1,475.00",3,365,5,96,strict
9931335,Laura And Hasan,within an hour,1,Maple Leaf,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$80.00,$500.00,"$1,900.00",2,1125,72,98,moderate
35749,Jess & Joey,within a day,6,Maple Leaf,Seattle,98115,Seattle,United States,House,Private room,4,,1,2,$109.00,$605.00,"$1,980.00",2,60,12,95,moderate
12197530,Kristina,N/A,2,Maple Leaf,Seattle,98125,Seattle,United States,Apartment,Shared room,3,1,1,2,$50.00,$325.00,"$1,200.00",1,1125,0,,flexible
14090176,Lisa,within a few hours,1,Ravenna,Seattle,98105,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$85.00,$655.00,"$2,900.00",2,1125,45,98,strict
23972943,Joy,within an hour,4,Ravenna,Seattle,98115,Seattle,United States,Apartment,Entire home/apt,4,1,2,2,$115.00,$700.00,"$1,600.00",5,1125,0,,strict
15981902,Cameron And Michelle,within an hour,1,Ravenna,Seattle,98105,Seattle,United States,House,Entire home/apt,6,1,2,3,$98.00,$800.00,"$2,400.00",2,1125,4,100,flexible
21691380,Jessica,N/A,1,Ravenna,Seattle,98115,Seattle,United States,House,Private room,2,1,1,1,$109.00,$550.00,"$2,500.00",1,10,1,100,moderate
28379912,Daniel James,within a few hours,4,Ravenna,Seattle,98115,Seattle,United States,House,Private room,1,1,1,1,$28.00,$167.00,$588.00,6,120,4,95,strict
2911360,Ren,within a few hours,11,Ravenna,Seattle,98105,Seattle,United States,House,Private room,1,2.5,1,1,$39.00,$250.00,$900.00,1,1125,0,,moderate
38514732,Lars,within an hour,1,Ravenna,Seattle,98115,Seattle,United States,Bed & Breakfast,Private room,2,1,1,1,$63.00,$470.00,,1,1125,53,94,flexible
10421063,Darren,within a day,1,Ravenna,Seattle,98115,Seattle,United States,House,Private room,3,1,1,1,$35.00,$226.00,,1,1125,6,97,flexible
3074414,Melissa,within a few hours,34,Ravenna,Seattle,98105,Seattle,United States,House,Private room,1,1,1,1,$42.00,$320.00,"$1,050.00",2,1125,12,65,strict
28379912,Daniel James,within a few hours,4,Ravenna,Seattle,98115,Seattle,United States,House,Private room,2,2,1,1,$29.00,$173.00,$609.00,6,31,3,100,strict
1092756,Miesha,within an hour,3,Ravenna,Seattle,98115,Seattle,United States,House,Private room,2,1,1,1,$70.00,$375.00,,2,30,32,95,strict
14540599,Gus,within an hour,1,Ravenna,Seattle,98105,Seattle,United States,House,Private room,2,1,1,1,$74.00,$450.00,"$1,800.00",2,1125,8,98,flexible
9207095,Grace,within an hour,8,Ravenna,Seattle,98115,Seattle,United States,House,Private room,1,1,1,1,$75.00,$430.00,"$1,510.00",1,1125,1,100,moderate
13527668,Heidi,N/A,1,Ravenna,Seattle,98105,Seattle,United States,House,Private room,2,1,1,1,$85.00,,,2,4,7,97,strict
